LNR,RESPONSE
16959,0.02462277
17626,0.055082124
17320,0.034325015
17326,0.02646962
17362,0.036230467
17373,0.023187486
17783,0.040022463
17796,0.060105972
17797,0.021311013
17700,0.038972463
17710,0.02284443
17712,0.021934077
17715,0.061935555
17416,0.023116034
17452,0.047519315
17762,0.08033713
17770,0.039267555
17461,0.025367832
17488,0.025877709
17504,0.023802975
17213,0.029601876
17215,0.028818512
17537,0.042803485
17235,0.023550466
17261,0.020730356
17266,0.022866547
68519,0.028144598
68524,0.022726456
68846,0.025606103
69488,0.029880682
69806,0.021581255
70116,0.055182826
70117,0.022340383
70119,0.031750824
70759,0.02481762
70771,0.04380975
71084,0.044355646
71088,0.023265265
71092,0.022370605
66303,0.028144598
66625,0.022414811
66631,0.02288259
66938,0.03567145
68540,0.028146563
69509,0.021108896
69819,0.029601876
70145,0.048813954
70455,0.028144598
70462,0.047118787
70468,0.022367893
70792,0.047360443
66319,0.020686757
66970,0.0322966
68243,0.03921011
68245,0.022736235
68882,0.02946497
68883,0.024858154
69193,0.04360051
69522,0.02300687
69842,0.028177794
70169,0.029601876
70481,0.04207907
71117,0.02356236
71118,0.047569677
71130,0.059452385
66335,0.02165388
66658,0.02978155
66661,0.0489292
66669,0.023486134
66991,0.04883747
67630,0.03127307
67940,0.023279566
67946,0.020668456
68254,0.020717891
68270,0.021191338
68582,0.021600358
6765,0.023187807
6499,0.028144598
6521,0.022018408
6828,0.021243658
6829,0.046949156
6852,0.023425136
6857,0.024841461
6858,0.048074443
6553,0.030638903
6554,0.022383163
6884,0.021659223
6892,0.02078375
7558,0.021760587
7233,0.025134146
7573,0.030201562
7250,0.02494959
7588,0.029601876
7589,0.027247166
7610,0.041028455
7624,0.028177794
7625,0.023709076
7330,0.044362884
7334,0.022583138
7344,0.020647516
7347,0.028177794
7353,0.025822194
7673,0.028144598
7376,0.0499041
7081,0.028818512
7088,0.025158672
7105,0.040629655
7431,0.021807898
7434,0.024321204
7436,0.061149687
7133,0.03112887
7446,0.05316836
7459,0.02578612
7148,0.021574967
7161,0.029408092
7170,0.021479985
7179,0.021862503
7482,0.021393722
7511,0.026779482
7515,0.021592822
7215,0.05075804
8167,0.022391353
8179,0.042735387
7863,0.0662575
7865,0.062416635
7866,0.039514177
7868,0.026767308
7870,0.022789247
16745,0.057244968
16752,0.044245593
17038,0.03948468
19331,0.022553176
19630,0.029481037
19341,0.028144598
19371,0.02157075
19067,0.0346376
19069,0.029601876
19383,0.025429582
19082,0.02180328
19084,0.0477251
19413,0.024683291
19116,0.020780975
19419,0.034220032
19433,0.023550674
19434,0.022871085
19448,0.028844303
19156,0.03722366
19176,0.03934134
19177,0.023934739
20145,0.040370483
20157,0.023654144
19818,0.022450568
19826,0.023122491
20177,0.044879287
19841,0.029601876
19888,0.023980264
19909,0.047087323
19910,0.021488937
20220,0.021340033
20226,0.020626344
19923,0.029601876
20254,0.03497306
19956,0.031179922
19962,0.029669026
28521,0.040837403
28537,0.02102509
28851,0.021844482
28548,0.029403705
28859,0.02243358
28862,0.027449004
28563,0.024018683
28565,0.021926964
28879,0.034362867
28881,0.030352222
28884,0.02124753
28582,0.027357401
28591,0.023902498
28904,0.029806545
28910,0.021863522
28598,0.022567486
28933,0.020962173
28626,0.035456754
28632,0.022695206
28635,0.021751693
28942,0.025863083
29588,0.02510073
29305,0.039954167
29310,0.03512111
29626,0.03255826
29632,0.02712318
9340,0.04573216
9040,0.024147056
9355,0.044312306
9042,0.030604053
9370,0.028818512
9382,0.046282977
9383,0.041469
9095,0.020662963
10067,0.022261601
10077,0.042579055
10084,0.028144598
10097,0.022027481
10102,0.022034485
9789,0.025346963
10124,0.028818512
10225,0.021400087
10235,0.050131656
9822,0.029601876
9835,0.04032224
10149,0.045932945
10176,0.021020448
9869,0.021245126
9870,0.023484677
9879,0.024948794
10219,0.04645841
9601,0.03764335
9927,0.024128653
9928,0.044965632
9936,0.021523962
18482,0.02083815
18486,0.028144598
18487,0.026096413
18492,0.027461475
18496,0.025549527
18497,0.04286594
18803,0.025690423
18811,0.021189868
18506,0.036290966
18512,0.028252011
18536,0.04852056
18870,0.047662918
18877,0.02382694
19500,0.023650918
19502,0.022180267
19504,0.020598255
19207,0.03840687
19213,0.048142266
19221,0.021685159
19222,0.023623541
19223,0.021234663
19230,0.038048495
19659,0.038398925
19271,0.02068159
19274,0.029601876
19574,0.02182016
19307,0.022199823
19600,0.04638988
84216,0.0225706
84521,0.022362478
84524,0.028818512
84532,0.024040626
85171,0.021505577
85179,0.028144598
85180,0.029601876
85481,0.023800598
85491,0.02557958
81660,0.021631565
81673,0.023791943
81992,0.023299431
82301,0.024835467
82313,0.028113404
82950,0.024175648
83274,0.021353507
83592,0.033352584
83919,0.029282294
84221,0.045769203
84230,0.042198744
84557,0.03705438
84559,0.045449506
81681,0.028144598
81692,0.031309754
82008,0.023962433
82015,0.023275042
82332,0.05316044
82961,0.052248895
83601,0.023812208
8752,0.024559215
8445,0.04853928
8460,0.021040391
8765,0.022957109
8766,0.042722832
8767,0.023037963
8775,0.028177794
8475,0.028144598
8791,0.047439013
9430,0.022782562
9452,0.033997905
9472,0.04341321
9173,0.043251332
9584,0.021739509
9199,0.040917814
9487,0.03243012
9212,0.020691382
9231,0.021712333
9250,0.021390697
9251,0.02133039
9546,0.049844287
9547,0.039991677
9268,0.02154634
9279,0.028818512
9562,0.023509534
9565,0.02075831
9569,0.021599619
9293,0.028818512
8990,0.021625081
9019,0.024048902
9324,0.02903142
76429,0.028818512
77391,0.032042183
77714,0.02247493
78028,0.022754202
78034,0.028594756
78671,0.021049798
79301,0.04651463
79317,0.020952994
79634,0.0240533
79636,0.022918615
79944,0.028818512
79949,0.028146563
79959,0.02150941
80271,0.070831135
80587,0.023559969
80589,0.023261262
76442,0.027390594
76443,0.042381257
76766,0.021481585
77399,0.028146563
77734,0.021269754
78044,0.04607228
78361,0.020972516
78683,0.031799316
78999,0.029134909
79327,0.038958356
79643,0.028177794
79965,0.028144598
79967,0.029601876
79977,0.049753323
81259,0.045873143
77108,0.025732033
78064,0.02389574
78073,0.028144598
78077,0.042550653
78379,0.058052786
78386,0.039977886
78707,0.021796184
78713,0.023474574
79022,0.029601876
79028,0.055768326
79033,0.02281904
79038,0.028818512
79346,0.021857271
79675,0.023843573
79985,0.022030529
79990,0.02260354
81965,0.021746695
81973,0.021754798
81978,0.042372484
82287,0.028818512
82291,0.022668434
82922,0.041951314
83257,0.021313008
83881,0.029601876
83884,0.028144598
83894,0.021075381
83898,0.021605866
40208,0.028144598
40209,0.028177794
39898,0.022582406
40224,0.028177794
40233,0.057824086
40239,0.038943283
39919,0.02184978
39926,0.02297196
39935,0.028818512
40250,0.024641288
39945,0.02429902
39955,0.038234968
40260,0.04254493
40261,0.020696476
40265,0.024217904
40269,0.020770377
30591,0.027720843
31002,0.04316914
31006,0.021069981
31015,0.022328531
30903,0.052577052
30912,0.034487408
30640,0.021780932
30644,0.02219537
30653,0.043396097
30690,0.023371233
30988,0.04103411
30716,0.023496332
30413,0.05602619
30725,0.022423346
30418,0.04261931
30752,0.020967275
30448,0.021006174
30770,0.023573313
30470,0.028818512
30484,0.02621878
30800,0.028144598
30514,0.022320462
30821,0.028182944
31478,0.023441443
31479,0.020969437
31482,0.02280372
31492,0.024911618
31494,0.0225509
31174,0.026415804
31500,0.025893152
31505,0.045190625
31184,0.025082141
31186,0.040415335
31194,0.020873884
40071,0.028818512
40492,0.02634236
40085,0.041336264
40092,0.024929658
40093,0.039685026
40095,0.028144598
40405,0.028113404
40413,0.028113404
40416,0.044264678
40107,0.020762876
40114,0.023853952
40424,0.02381761
40435,0.03731094
40444,0.043895323
40153,0.021559551
40158,0.025970364
40466,0.02128912
40478,0.030797241
40481,0.029601876
40161,0.031958196
39858,0.02607643
40187,0.027630778
40192,0.027611446
40194,0.026570078
39885,0.021627977
40202,0.030161403
40203,0.028144598
71023,0.029601876
71032,0.035011135
66245,0.045340165
66250,0.02313825
66560,0.022350399
66880,0.036558993
66891,0.02370551
67196,0.021844406
67514,0.028113404
67836,0.03350285
67843,0.04330206
67853,0.03986368
68163,0.024296528
69766,0.022956677
69770,0.025576916
70086,0.02066364
70396,0.03854946
70407,0.021863278
70727,0.02235006
71050,0.028818512
66256,0.022132631
66578,0.024365587
66592,0.05249323
66911,0.021948632
67219,0.032535113
67224,0.028113404
67541,0.021617338
68175,0.022475632
68508,0.052866157
68817,0.020818919
69145,0.040243007
69147,0.02270339
69453,0.043856014
69783,0.022835523
69787,0.022775522
70095,0.043901525
70428,0.037589688
66282,0.020828065
66284,0.029627858
66605,0.03882282
66929,0.040095944
67241,0.02221075
67243,0.021462493
78002,0.049476273
78009,0.021547168
78333,0.023885993
78969,0.040404238
78974,0.022359625
78977,0.025860721
80249,0.04602275
80255,0.023553625
81200,0.042006504
81203,0.02385037
81216,0.026520275
76419,0.02434514
20593,0.030958444
20890,0.021442804
20600,0.025193611
20627,0.028818512
20645,0.026455093
20346,0.023675503
20356,0.024112703
20357,0.027167808
20662,0.038234346
20358,0.020866303
20359,0.021694615
20372,0.02309505
20375,0.0375017
20435,0.02757167
20745,0.02848087
20755,0.02284398
21094,0.029601876
21098,0.02375111
21106,0.022051465
21108,0.048332464
21460,0.05066794
21465,0.022877168
21144,0.028146563
30041,0.023148924
30048,0.02355449
30364,0.021359716
30067,0.047928773
29764,0.025233462
29767,0.020961372
29770,0.022620732
30079,0.028818512
29789,0.024320003
29796,0.059205297
29806,0.05029763
29820,0.028144598
29833,0.0420053
30155,0.029601876
29840,0.025050785
29844,0.020794204
29863,0.026618177
29864,0.02430996
29874,0.024961516
30209,0.03663229
30210,0.044315875
30216,0.05337106
30530,0.021880593
30840,0.049829587
30554,0.022429947
30871,0.023032945
30564,0.028818512
30879,0.022120992
30894,0.028818512
79566,0.048047118
79893,0.03550709
79894,0.021291971
79896,0.02070078
80203,0.04347306
80211,0.028144598
80217,0.021703806
80530,0.037480004
80849,0.022007527
80856,0.021385103
81164,0.027599433
81166,0.026411582
81168,0.029601876
76704,0.046565022
77018,0.02509542
77031,0.023940537
77676,0.028818512
77996,0.020726258
78621,0.021793066
78945,0.023723308
78949,0.021628952
79269,0.02216339
79274,0.024621218
80221,0.028146563
80228,0.048711892
80543,0.021282528
80545,0.029601876
80550,0.021197738
80558,0.058064744
80863,0.04323464
80867,0.027351474
80868,0.0215567
80870,0.0206759
76405,0.034239475
76734,0.021649389
77052,0.022021092
84798,0.032166447
85104,0.048703816
85118,0.02226825
85431,0.030296404
85432,0.04160081
85753,0.028818512
81614,0.021640547
81921,0.026216494
82245,0.022122294
82563,0.029903319
82573,0.040059038
82879,0.024681505
82891,0.021265797
83201,0.021065155
83218,0.028144598
83842,0.02868431
83845,0.025662273
83847,0.06772807
83848,0.028146563
83853,0.028818512
83856,0.028696284
84489,0.043671027
85124,0.021570237
85441,0.028818512
85451,0.045201216
85457,0.02480508
85768,0.022884242
85780,0.022970773
81625,0.028177794
81635,0.023506114
81940,0.028113404
81951,0.023493372
81956,0.022940699
82583,0.028818512
82592,0.020729026
82596,0.043850135
8936,0.046129156
8622,0.02259266
8633,0.07165168
8639,0.044033084
8951,0.028818512
8952,0.028818512
8657,0.024833921
8352,0.024776082
8673,0.032515053
8367,0.021478102
8379,0.028146563
8690,0.027811458
8404,0.028578013
8408,0.04285779
8436,0.021065261
8745,0.04330826
17922,0.048681837
17923,0.022946721
17939,0.024610557
17949,0.02545855
18264,0.055353947
17968,0.021603907
18015,0.02286789
18313,0.02548378
18317,0.024336563
18326,0.033400446
18041,0.03681629
18043,0.024806153
18044,0.022553997
18054,0.021568501
18058,0.022299135
18366,0.027755229
18390,0.042059418
17811,0.021166459
18131,0.02332078
17826,0.021570565
18166,0.034767352
18172,0.052042022
18177,0.021615218
18181,0.050469823
18182,0.038908336
18186,0.02180776
17912,0.021826617
17915,0.023771927
18218,0.031136679
18898,0.021113146
18581,0.020925036
18589,0.02300275
18596,0.06299885
80365,0.024290487
80373,0.022219138
80683,0.048040956
80696,0.022054516
81007,0.028818512
76539,0.05807421
76554,0.023663765
76868,0.038707044
76871,0.035688512
84244,0.022948127
84571,0.021263551
84574,0.038478434
85528,0.025556521
85533,0.025040476
81710,0.038230285
82029,0.02482649
82039,0.046994187
82343,0.021259477
82666,0.05550429
82670,0.024189873
82991,0.025016878
83303,0.042128116
83624,0.021514535
83637,0.05007043
83942,0.025605971
83943,0.024649449
83946,0.026322996
83950,0.023135666
84901,0.02158279
81720,0.025105514
81730,0.020770872
83321,0.022195408
83646,0.024622286
83650,0.057651937
84601,0.03475317
84602,0.042609114
84612,0.023228815
84619,0.043483466
85247,0.02826967
85256,0.04588177
83617,0.043187086
10281,0.021896193
10601,0.028146563
10301,0.030534206
10344,0.04586081
10349,0.023095421
10354,0.020596432
10663,0.03148715
10674,0.02416873
10679,0.023927398
11321,0.024977243
11328,0.023116706
11332,0.0211536
11013,0.020624788
11351,0.039564803
11024,0.021821328
11373,0.022704745
11070,0.022560688
11483,0.021382099
11095,0.021978118
11096,0.022129402
11406,0.025175704
11414,0.028113404
11112,0.028818512
11426,0.023040581
20289,0.028984757
20294,0.020801108
20296,0.04116101
19981,0.020996654
19687,0.052958224
20002,0.033160113
20006,0.028818512
20036,0.023292353
19718,0.028818512
19729,0.024421498
20056,0.022276439
19741,0.025645029
19748,0.028818512
20069,0.037897695
20097,0.04800075
19791,0.021891363
20444,0.022359012
20448,0.021932036
20455,0.02339902
20761,0.022716718
20772,0.022122674
20795,0.039498344
20482,0.022526555
20492,0.021325838
20508,0.046607964
20840,0.020673307
20844,0.039656077
20845,0.023110446
20852,0.022052236
20573,0.035034835
20580,0.039725732
69541,0.021538695
69548,0.022314891
70181,0.057472274
70190,0.049576044
80307,0.04389224
80623,0.020763421
80626,0.050182305
80635,0.021770941
81263,0.02537995
81267,0.022828655
76482,0.021219604
76807,0.022839881
77118,0.021892346
77127,0.023615202
77449,0.02147774
78093,0.029601876
78399,0.023331199
78401,0.024890313
78407,0.03453758
78726,0.028818512
79042,0.023033112
79055,0.02169454
79362,0.0330934
79696,0.028144598
80330,0.021875348
80336,0.024661604
80338,0.042960864
80643,0.024985565
80654,0.03249238
80966,0.02152782
81285,0.044608317
76502,0.029601876
76509,0.03776402
77141,0.023284614
77152,0.024125537
77781,0.02162656
77786,0.02254944
77787,0.026068795
77788,0.025808057
77789,0.023227105
77791,0.02280573
78098,0.028818512
78100,0.021535479
78102,0.021994147
78744,0.022441257
78756,0.02443372
79064,0.02218308
79071,0.020919703
79388,0.0261428
79719,0.024003936
80345,0.06339133
80661,0.029601876
80678,0.022085719
81300,0.028818512
76528,0.044055182
76846,0.02200156
77158,0.05280842
78122,0.022368472
79414,0.044706423
79415,0.022152904
79734,0.022483584
17593,0.025334937
27080,0.032123797
26778,0.024522347
27106,0.021092387
27227,0.04248795
26827,0.02090619
26831,0.023974674
27130,0.059227984
27135,0.028640462
26846,0.028818512
26849,0.020560848
26851,0.023218658
27145,0.024678493
26863,0.03829933
26877,0.023322655
27159,0.022476548
27160,0.026394486
27161,0.03410104
27181,0.024131108
26903,0.043067835
26908,0.04660355
27209,0.020669425
26934,0.022312317
26935,0.041458122
26955,0.02875887
26959,0.02217065
26972,0.042558666
26662,0.021788321
26664,0.07375884
26669,0.028144598
26984,0.048077248
26679,0.05158918
26694,0.020813035
27005,0.024722103
27013,0.0323985
27028,0.022092873
27031,0.031172095
26722,0.04082899
27042,0.023677561
27706,0.023919692
27707,0.022015017
27713,0.027044598
27714,0.02925822
27732,0.025335316
27415,0.0248233
27743,0.029601876
27420,0.02516035
27858,0.024197143
27458,0.05750253
27464,0.023240833
27465,0.028818512
27474,0.021749308
27476,0.020644614
27492,0.022670208
27495,0.03949387
27805,0.02183898
27509,0.039735824
27524,0.022446252
27846,0.024578214
27554,0.024378717
27557,0.024479631
27583,0.023587398
47660,0.023298685
47667,0.030746177
47985,0.021688929
47986,0.02126435
47994,0.02459261
48300,0.041999806
48312,0.026721196
57710,0.038377993
58339,0.028818512
58348,0.045775395
58971,0.02177922
59300,0.028144598
59309,0.020630213
59624,0.02137216
59628,0.048185166
59933,0.021594519
59936,0.026299376
60259,0.046523664
60268,0.058210455
60573,0.021096429
60578,0.028144598
60896,0.020892512
56125,0.023573067
56757,0.028818512
56762,0.03995532
56763,0.024166545
57073,0.029601876
57089,0.028818512
58355,0.029685073
58681,0.021753859
59005,0.028177794
59314,0.021432878
59321,0.022571264
59637,0.028146563
59649,0.04226665
59959,0.02522482
60598,0.023757193
60603,0.043386597
56140,0.024538103
56147,0.028113404
56783,0.02370592
56789,0.028113404
57103,0.045886382
57420,0.028113404
57430,0.03667954
57732,0.022895066
58066,0.02646427
58378,0.043802187
58696,0.0330377
58701,0.028818512
59020,0.021514867
59026,0.021643016
59655,0.02929054
59971,0.021333944
59981,0.025823588
59982,0.0364326
60296,0.04570271
60951,0.024082841
56160,0.025887782
56478,0.026690552
56801,0.022831874
57440,0.0263728
58079,0.022169583
58396,0.02073676
37594,0.049311183
37913,0.043912977
37919,0.061963707
37606,0.020896442
37933,0.021054007
37630,0.028818512
37321,0.020905439
37323,0.041062508
37335,0.04538327
37337,0.020603074
37346,0.022132631
37352,0.047558565
37358,0.021929475
37672,0.04341476
37369,0.021107072
45666,0.029750094
45973,0.028818512
45985,0.023235332
45986,0.026607083
46299,0.02261766
46630,0.030391922
46953,0.023562577
46958,0.020670101
47284,0.034548607
47609,0.024533682
47614,0.027036157
48262,0.028818512
48269,0.034721535
48603,0.022183953
49561,0.036980323
49576,0.026651993
50203,0.026228743
50207,0.026143134
50209,0.028113404
50211,0.028818512
50216,0.021388387
50218,0.048752543
50531,0.034359798
50538,0.023005953
45680,0.021613307
46320,0.02392992
46335,0.028713834
47303,0.021113457
47312,0.02069386
47313,0.020703351
47635,0.0295788
47958,0.024366999
47967,0.065966316
48610,0.046157267
48614,0.020605788
48619,0.036354046
49263,0.022641731
49270,0.04286013
49276,0.048826642
49902,0.024915213
49908,0.05881494
50224,0.024573173
45689,0.0236033
46341,0.020714253
46347,0.025312053
46678,0.02572813
46682,0.025451781
46997,0.032357007
46999,0.02224915
47006,0.021273173
47320,0.03654165
48402,0.035376552
48404,0.024597613
49384,0.022158347
50031,0.020784834
50353,0.021421777
50356,0.02199541
50671,0.05069808
45813,0.03945589
45815,0.031840038
46803,0.0217164
47127,0.023811946
47128,0.029020973
47454,0.047095332
47455,0.028177794
48100,0.04607345
48102,0.02140022
48432,0.021949545
48433,0.035157774
48746,0.021449342
49077,0.025239322
49092,0.028144598
49417,0.03219532
49722,0.023829775
50380,0.042576138
46158,0.028113404
46171,0.023012241
46491,0.028144598
46829,0.031027328
47470,0.028113404
47791,0.041883014
47793,0.04874531
47794,0.021799833
48118,0.024543583
48120,0.0448953
48457,0.038887054
49428,0.022453433
49434,0.028295973
49760,0.022892114
45854,0.046490945
45858,0.03968192
45859,0.028818512
46516,0.023246532
47158,0.022511408
56737,0.039478444
56739,0.022074176
57063,0.023981823
57068,0.048777584
57381,0.028144598
57389,0.021016154
38715,0.028113404
39683,0.021253407
39371,0.0351441
39373,0.04306475
39387,0.024805037
39708,0.02230606
39398,0.021469483
39402,0.027419971
39712,0.025750238
39718,0.028144598
39720,0.03939175
39721,0.047449782
39427,0.029601876
39852,0.024645437
39428,0.039423093
39439,0.028818512
39734,0.022472683
39749,0.04438044
39457,0.028146563
39771,0.04105234
39479,0.020611923
39784,0.045375716
71767,0.025139071
71771,0.020705285
72080,0.030990962
72414,0.024636263
73041,0.042910002
73365,0.021512346
73370,0.023526167
73375,0.028818512
73681,0.050878305
73688,0.036617722
75279,0.02088377
75284,0.025122147
75296,0.036252044
75607,0.04484967
75937,0.024865234
76249,0.036362167
71460,0.039490893
71789,0.03732352
72102,0.02240194
72423,0.045253847
72426,0.023016997
73700,0.050076827
74029,0.029321166
74658,0.048465926
75950,0.021794897
71814,0.023887822
72126,0.025294207
72439,0.024130233
72448,0.028818512
82144,0.029313948
82150,0.021042636
82473,0.02160807
82782,0.039383188
83436,0.045700047
83742,0.026445307
83750,0.02711636
83755,0.031657677
84061,0.047935106
84068,0.020958923
84076,0.035668004
84384,0.02344638
84396,0.023253651
84397,0.025892178
84708,0.035181902
84715,0.055839337
85037,0.028177794
85355,0.029651789
85669,0.024743743
85679,0.02087762
81522,0.02792634
82801,0.041802775
1748,0.023298591
1753,0.038690634
1445,0.028818512
1765,0.021580826
1468,0.028818512
1791,0.029698508
1798,0.03450745
1483,0.021970129
1489,0.025769562
1498,0.044661008
1807,0.028818512
1819,0.030099634
1510,0.020710157
1514,0.022859935
1515,0.024656132
1843,0.025536133
1845,0.023081945
2189,0.046647202
2200,0.028818512
2218,0.028113404
2541,0.028818512
2224,0.042493947
2237,0.0438251
2241,0.0267363
2242,0.024909815
2251,0.022272965
2670,0.044578504
11438,0.037145507
11143,0.04367891
11154,0.023980483
11155,0.034734827
11475,0.021352291
11476,0.021511858
11162,0.021824133
10875,0.020643849
10888,0.021037519
11202,0.028177794
10902,0.028818512
10904,0.027556457
10918,0.025196316
11230,0.024805022
10929,0.05104783
11255,0.022916747
10947,0.020769686
10957,0.042172685
10975,0.027439848
11288,0.043272637
11638,0.042757988
11944,0.024420857
11664,0.042218935
11666,0.033106923
11674,0.028177794
11687,0.024198482
12117,0.028144598
11702,0.025520796
11713,0.025062876
12022,0.021348365
42351,0.027804367
42662,0.026603835
43302,0.021190073
43622,0.020938126
43634,0.028113404
43948,0.024919298
43949,0.046515204
44600,0.028818512
44916,0.025721347
45255,0.051966
45576,0.021774486
40761,0.022662153
41076,0.025386833
41083,0.024995334
41412,0.021467855
41729,0.049621362
41731,0.036769837
42367,0.047413394
42370,0.045393795
42683,0.023554858
43016,0.02092241
43330,0.023075234
51979,0.025815941
52625,0.042193454
52951,0.022684332
53596,0.05132665
53603,0.0224245
54226,0.022118049
54243,0.028113404
54874,0.028818512
54879,0.04688999
54884,0.042478338
54887,0.043855414
54889,0.028818512
55191,0.022576833
55516,0.029601876
55517,0.03151901
55524,0.02645174
55529,0.022730168
51340,0.02176077
51351,0.040387858
52316,0.026762947
52317,0.041856002
52325,0.028144598
52650,0.040593382
52963,0.028144598
53299,0.025491118
53605,0.023750924
53607,0.028144598
53937,0.02173083
54250,0.029601876
54571,0.021445824
54900,0.02375075
55540,0.03133787
52013,0.034384146
52025,0.02090158
52335,0.044453252
52665,0.022718413
52986,0.021698376
52989,0.03405846
54276,0.025184812
54599,0.038644202
54604,0.021148914
54923,0.021508196
54924,0.040050514
54926,0.021819696
55235,0.039439555
55239,0.026174972
55550,0.028177794
55885,0.04217992
51062,0.026864827
51383,0.027293745
51391,0.024762115
51714,0.028818512
51716,0.02618676
52373,0.02907299
53011,0.02210116
53013,0.024881704
53015,0.022051813
63467,0.024672674
64416,0.035511065
64734,0.021474583
64737,0.021675935
65055,0.022077212
65060,0.028818512
65062,0.026141502
65068,0.027290491
65378,0.025365783
65381,0.022023976
65392,0.028113404
65393,0.037881892
65711,0.020744551
65712,0.028177794
66028,0.028904578
61246,0.027817125
61564,0.022154277
61571,0.050601102
61572,0.028177794
61891,0.026860386
62194,0.022766648
62522,0.022083556
63168,0.044954117
63486,0.02101921
63803,0.028144598
64115,0.029417241
64119,0.020851541
64435,0.029601876
64754,0.022127064
64769,0.020957801
65084,0.024827722
65405,0.021782467
65716,0.028144598
66038,0.027839633
31421,0.022060413
31121,0.023991786
31156,0.025285026
31462,0.02205003
31470,0.021501945
31783,0.023284296
31792,0.02278383
31793,0.04058901
32105,0.04342986
31811,0.022478916
31814,0.028818512
32120,0.032856233
32124,0.021802355
32133,0.029304907
32134,0.02152336
32139,0.028113404
31857,0.02600176
32273,0.021255197
31865,0.02241648
31876,0.034549624
32167,0.02296786
32174,0.023763817
32176,0.028144598
32179,0.050341398
32180,0.026865097
32181,0.04567012
32185,0.028818512
32187,0.02794914
32199,0.047565974
31935,0.025502494
31938,0.028113404
31676,0.022106133
31688,0.028146563
32011,0.04012294
32018,0.026410077
31713,0.023406848
31717,0.041722115
32023,0.022073574
32024,0.023951793
31724,0.028409839
31729,0.036587246
31745,0.04203506
31757,0.028113404
44651,0.022197818
44653,0.02354441
45307,0.021986067
45313,0.02153555
45314,0.029117968
45315,0.021216782
45317,0.027033892
45631,0.04730448
40811,0.026233999
40823,0.028144598
41153,0.02325401
41791,0.025810042
42115,0.04248997
42118,0.020851858
42425,0.05178212
42429,0.028113404
42432,0.02626001
42440,0.022054184
42752,0.050616764
43383,0.028113404
43386,0.032958884
43705,0.0312876
43721,0.024534604
44022,0.021497522
44026,0.041302245
44347,0.023058565
44361,0.041411266
44671,0.029601876
44684,0.022897072
83120,0.06243968
83129,0.036000166
83452,0.028818512
83764,0.025256937
84408,0.045716245
85050,0.023607073
85060,0.05739201
85682,0.03983821
81559,0.022849035
81873,0.021679886
81876,0.022164889
81878,0.021847675
82826,0.031117095
82834,0.021234356
83149,0.03984351
1394,0.023180151
1091,0.028113404
1113,0.025099896
810,0.028818512
813,0.03275249
847,0.023690838
860,0.021617169
1174,0.023100177
879,0.02876248
1187,0.028818512
887,0.029601876
1204,0.02459118
910,0.023333926
1230,0.021076487
1872,0.03807894
1562,0.02482591
1590,0.02547332
1596,0.021199247
1598,0.025282484
1903,0.044205084
1612,0.021681877
1614,0.039617423
2029,0.053757194
1622,0.022686996
1628,0.024556458
1926,0.021601262
1933,0.038997073
1660,0.02125222
1947,0.021768445
1686,0.046610974
1690,0.030976716
1997,0.026515625
2005,0.02425613
2014,0.028177794
1721,0.028818512
1731,0.024301749
1426,0.027531855
1434,0.025305742
5750,0.021471288
5758,0.020838724
5490,0.04670902
5500,0.021109615
14053,0.05004458
14362,0.025352834
14368,0.023760233
14375,0.021447806
14070,0.050453506
14078,0.03332034
14391,0.028119361
14395,0.05100826
14093,0.039617073
14399,0.024778172
14405,0.021559196
14113,0.021922704
14433,0.038931426
14118,0.055512775
14125,0.022344079
14137,0.025452424
14453,0.028144598
14456,0.024062794
14780,0.020860989
14785,0.022758318
15126,0.045428727
15136,0.028177794
14807,0.021526253
14815,0.020692103
15154,0.04183084
14864,0.02368425
14868,0.025718097
14888,0.03206255
14889,0.029601876
14893,0.025190689
15203,0.021686768
15226,0.023264896
14921,0.036081523
15252,0.022456342
14941,0.02080072
14952,0.021619821
14956,0.028818512
14649,0.043548264
14965,0.028818512
14671,0.0312321
14673,0.023791514
14692,0.024795359
14694,0.024752596
14696,0.022673257
15007,0.020613411
14699,0.028102119
14704,0.048231125
14707,0.020625984
14713,0.050641403
15028,0.024964176
15083,0.032342438
15411,0.04033882
15417,0.021508433
15717,0.020812077
15720,0.02363897
15432,0.04496286
15433,0.028818512
15436,0.029708995
15741,0.02221872
15443,0.027146297
15452,0.024628231
25170,0.020748835
25171,0.028818512
25173,0.03779602
25846,0.053578384
25548,0.04086352
25555,0.021786764
25963,0.026479648
25976,0.030231722
25571,0.02252762
25874,0.021248428
34762,0.021675253
34765,0.030043181
34192,0.031496786
34507,0.03800587
34511,0.028818512
34531,0.02228312
34223,0.02440338
34237,0.026648024
34240,0.02259189
34564,0.024179421
34569,0.021149281
34571,0.029601876
34260,0.021268712
34266,0.021245938
34284,0.025827834
34296,0.027700366
34297,0.025971828
34601,0.028113404
35272,0.025107387
35273,0.026627159
34945,0.040745907
35280,0.056676347
35286,0.036839068
34960,0.021589331
34962,0.022305317
34966,0.044439692
34985,0.022192515
35332,0.03055641
35428,0.027796542
35044,0.027196307
35378,0.021490883
35077,0.024557376
35386,0.022222191
35099,0.028177794
35406,0.04764987
35111,0.053327248
35119,0.03949624
35125,0.041110735
35130,0.028818512
35135,0.022355493
34822,0.02395334
4324,0.028144598
4329,0.022421734
4342,0.024189182
